name,salary,year
Rasual Butler,"$980,431",2017
Xavier Henry,"$980,431",2017
Jason Terry,"$980,431",2017
Alan Anderson,"$980,431",2017
Dorell Wright,"$980,431",2017
Shayne Whittington,"$980,431",2017
Gerald Green,"$980,431",2017
Devyn Marble,"$980,431",2017
Elliot Williams,"$980,431",2017
Cameron Bairstow,"$980,431",2017
Jorge Gutierrez,"$980,431",2017
Anderson Varejao,"$980,431",2017
Chris Andersen,"$980,431",2017
Ian Clark,"$980,431",2017
Thomas Robinson,"$980,431",2017
Stephen Zimmerman,"$950,000",2017
Raul Neto,"$937,800",2017
Tyler Ulis,"$918,369",2017
Marcus Thornton,"$980,431",2017
John Lucas III,"$980,431",2017
Orlando Johnson,"$980,431",2017
Steve Novak,"$980,431",2017
Metta World Peace,"$980,431",2017
Brandon Bass,"$980,431",2017
JaKarr Sampson,"$980,431",2017
Pablo Prigioni,"$980,431",2017
Phil Pressey,"$980,431",2017
JaMychal Green,"$980,431",2017
David West,"$980,431",2017
Beno Udrih,"$980,431",2017
Robbie Hummel,"$980,431",2017
James Jones,"$980,431",2017
Sean Kilpatrick,"$980,431",2017
Robert Sacre,"$980,431",2017
Will Bynum,"$980,431",2017
Andrew Harrison,"$945,000",2017
Malcolm Brogdon,"$925,000",2017
Reggie Williams,"$895,197",2017
Jonathan Holmes,"$525,093",2016
Lamar Patterson,"$525,093",2016
Steve Novak,"$295,327",2016
JJ Hickson,"$273,038",2016
JaKarr Sampson,"$258,489",2016
Jason Thompson,"$245,177",2016
Nazr Mohammed,"$222,888",2016
Chase Budinger,"$206,192",2016
Marcus Thornton,"$200,600",2016
Jorge Gutierrez,"$189,455",2016
Tony Wroten,"$167,406",2016
Jeff Ayres,"$111,444",2016
Erick Green,"$99,418",2016
Keith Appling,"$61,776",2016
Phil Pressey,"$55,722",2016
Cory Jefferson,"$49,709",2016
Terran Petteway,"$525,093",2016
Michael Beasley,"$306,527",2016
Anderson Varejao,"$289,755",2016
Joe Johnson,"$261,894",2016
Andre Miller,"$250,750",2016
Ryan Hollins,"$239,605",2016
Ty Lawson,"$211,744",2016
Kevin Martin,"$200,600",2016
Andrew Goudelock,"$200,600",2016
Bryce Dejean-Jones,"$169,883",2016
Sean Kilpatrick,"$134,215",2016
Jordan McRae,"$111,196",2016
Alan Williams,"$83,397",2016
Orlando Johnson,"$55,722",2016
Elliot Williams,"$55,722",2016
Thanasis Antetokounmpo,"$30,888",2016
DJ Stephens,"$874,636",2017
Jonathon Simmons,"$874,636",2017
Josh Richardson,"$874,636",2017
Darrun Hilliard,"$874,636",2017
Grant Jerrett,"$874,636",2017
Kevin Murphy,"$874,636",2017
Xavier Munford,"$874,636",2017
J.J. O'Brien,"$874,636",2017
Travis Wear,"$874,636",2017
T.J. McConnell,"$874,636",2017
Jordan McRae,"$874,636",2017
Christian Wood,"$874,636",2017
John Holland,"$874,636",2017
Cliff Alexander,"$874,636",2017
Paul Zipser,"$750,000",2017
Bobby Brown,"$680,534",2017
AJ Hammons,"$650,000",2017
Joel Bolomboy,"$600,000",2017
Marcus Paige,"$543,471",2017
Andrew Andrews,"$543,471",2017
D.J. Kennedy,"$874,636",2017
Casper Ware,"$874,636",2017
Nick Johnson,"$874,636",2017
Duje Dukan,"$874,636",2017
Branden Dawson,"$874,636",2017
Alan Williams,"$874,636",2017
Pat Connaughton,"$874,636",2017
Keith Benson,"$874,636",2017
Norman Powell,"$874,636",2017
Luis Montero,"$874,636",2017
Aaron Harrison,"$874,636",2017
Salah Mejri,"$874,636",2017
Cristiano Felicio,"$874,636",2017
RJ Hunter,"$864,346",2017
Spencer Dinwiddie,"$726,672",2017
Georges Niang,"$650,000",2017
Michael Gbinije,"$650,000",2017
Jake Layman,"$600,000",2017
Rasheed Sulaimon,"$543,471",2017
Vince Hunter,"$543,471",2017
Kenyon Martin,"$414,551",2015
Lance Thomas,"$403,784",2015
Patrick Christopher,"$379,010",2015
Reggie Williams,"$344,036",2015
Kendrick Perkins,"$274,573",2015
Elijah Millsap,"$241,731",2015
Langston Galloway,"$235,762",2015
Henry Walker,"$196,217",2015
Earl Barron,"$183,049",2015
Jordan Hamilton,"$150,591",2015
Toney Douglas,"$107,676",2015
Elliot Williams,"$107,676",2015
Toure' Murry,"$96,056",2015
Bryce Cotton,"$92,514",2015
Jabari Brown,"$59,686",2015
Tyrus Thomas,"$53,838",2015
Austin Daye,"$53,838",2015
Seth Curry,"$48,028",2015
David Stockton,"$29,483",2015
Lou Amundson,"$409,167",2015
Dahntay Jones,"$387,632",2015
Ronald Roberts Jr.,"$373,041",2015
Amar'e Stoudemire,"$306,876",2015
John Lucas III,"$269,189",2015
Bernard James,"$236,886",2015
Tyler Johnson,"$199,950",2015
Michael Beasley,"$195,440",2015
James Michael McAdoo,"$167,122",2015
JaMychal Green,"$134,295",2015
Chris Johnson,"$107,676",2015
Nate Robinson,"$107,676",2015
Jorge Gutierrez,"$96,056",2015
Jack Cooley,"$59,686",2015
Tim Frazier,"$59,686",2015
A.J. Price,"$53,838",2015
Ricky Ledo,"$48,028",2015
Andre Dawkins,"$29,843",2015
Talen Horton-Tucker,"$898,310",2020
KZ Okpala,"$898,310",2020
Ignas Brazdeikis,"$898,310",2020
Naz Reid,"$898,310",2020
Jalen Lecque,"$898,310",2020
Caleb Martin,"$898,310",2020
Justin Robinson,"$898,310",2020
Matt Thomas,"$898,310",2020
Miye Oni,"$898,310",2020
Damion Lee,"$842,327",2020
Juwan Morgan,"$746,054",2020
Timothe Luwawu-Cabarrot,"$654,469",2020
Michael Kidd-Gilchrist,"$595,122",2020
Chris Clemons,"$563,347",2020
Brandon Goodwin,"$522,738",2020
DeMarre Carroll,"$512,721",2020
Chris Silva,"$466,918",2020
Troy Daniels,"$384,541",2020
Norvel Pelle,"$350,189",2020
Ky Bowman,"$350,189",2020
Stanton Kidd,"$898,310",2020
Terence Davis,"$898,310",2020
Nic Claxton,"$898,310",2020
Eric Paschall,"$898,310",2020
Max Strus,"$898,310",2020
Alen Smailagic,"$898,310",2020
Vlatko Cancar,"$898,310",2020
Javonte Green,"$898,310",2020
Justin James,"$898,310",2020
Isaiah Briscoe,"$838,464",2020
Marquese Chriss,"$654,469",2020
Marvin Williams,"$604,278",2020
Rayjon Tucker,"$578,573",2020
Gary Clark,"$555,409",2020
Reggie Jackson,"$512,721",2020
Anzejs Pasecniks,"$482,144",2020
Jeff Green,"$439,475",2020
Dion Waiters,"$375,385",2020
Juan Toscano-Anderson,"$350,189",2020
JR Smith,"$289,803",2020
Grant Jerrett,"$874,636",2018
Kevin Murphy,"$874,636",2018
Keith Benson,"$874,636",2018
Christian Wood,"$874,636",2018
Gerald Green,"$872,854",2018
T.J. Williams,"$815,615",2018
Dillon Brooks,"$815,615",2018
Xavier Rathan-Mayes,"$815,615",2018
Erik McCree,"$815,615",2018
Bryce Alford,"$815,615",2018
Matt Jones,"$815,615",2018
Frank Jackson,"$815,615",2018
Peter Jok,"$815,615",2018
Isaiah Briscoe,"$815,615",2018
JeQuan Lewis,"$815,615",2018
V.J. Beachem,"$815,615",2018
Naz Mitrou-Long,"$815,615",2018
Zhou Qi,"$815,615",2018
Davon Reed,"$815,615",2018
Maxi Kleber,"$815,615",2018
Branden Dawson,"$874,636",2018
J.J. O'Brien,"$874,636",2018
Jordan McRae,"$874,636",2018
Cliff Alexander,"$874,636",2018
Luke Petrasek,"$815,615",2018
Terry Henderson,"$815,615",2018
Dakari Johnson,"$815,615",2018
Kennedy Meeks,"$815,615",2018
Rashawn Thomas,"$815,615",2018
Brandon Paul,"$815,615",2018
Troy Caupain,"$815,615",2018
Jawun Evans,"$815,615",2018
James Blackmon Jr.,"$815,615",2018
Royce O'Neale,"$815,615",2018
Thomas Bryant,"$815,615",2018
LaDontae Henton,"$815,615",2018
Daniel Theis,"$815,615",2018
Alex Hamilton,"$815,615",2018
Brandon Ashley,"$815,615",2018
Jaylen Johnson,"$815,615",2018
Tyler Zeller,"$245,686",2020
Jontay Porter,"$197,933",2020
Anthony Tolliver,"$183,115",2020
Jimmer Fredette,"$208,509",2020
Tyler Johnson,"$183,115",2020
Luguentz Dort,"$155,647",2020
L.J. Peak,"$815,615",2018
Jordan Mathews,"$815,615",2018
Emeka Okafor,"$592,030",2018
Rasheed Sulaimon,"$543,471",2018
Yanick Moreira,"$543,471",2018
E.J. Singler,"$543,471",2018
Isaiah Cousins,"$543,471",2018
Richard Solomon,"$543,471",2018
Ryan Richards,"$543,471",2018
Derek Cooke Jr.,"$543,471",2018
J.P. Tokoto,"$543,471",2018
Beau Beech,"$543,471",2018
Julian Jacobs,"$543,471",2018
Nick Zeisloft,"$543,471",2018
Scott Wood,"$543,471",2018
Nikola Jovanovic,"$543,471",2018
Ben Bentil,"$543,471",2018
Keith Hornsby,"$543,471",2018
Thomas Walkup,"$543,471",2018
Quincy Ford,"$543,471",2018
Cameron Oliver,"$815,615",2018
Tyler Cavanaugh,"$679,919",2018
DeAndre Liggins,"$588,120",2018
Andrew Andrews,"$543,471",2018
Brady Heslip,"$543,471",2018
Drew Crawford,"$543,471",2018
Kaleb Tarczewski,"$543,471",2018
Nicolas Laprovittola,"$543,471",2018
Gracin Bakumanya,"$543,471",2018
Maurice Ndour,"$543,471",2018
Egidijus Mockevicius,"$543,471",2018
Stefan Jankovic,"$543,471",2018
Zach Auguste,"$543,471",2018
Elgin Cook,"$543,471",2018
Cameron Jones,"$543,471",2018
Trey Freeman,"$543,471",2018
Jameel Warney,"$543,471",2018
D'Vauntes Smith-Rivera,"$543,471",2018
J.J. Avila,"$543,471",2018
Jonathan Holmes,"$543,471",2018
Patrick McCaw,"$543,471",2017
Yanick Moreira,"$543,471",2017
Kyle Wiltjer,"$543,471",2017
E.J. Singler,"$543,471",2017
Daniel Ochefu,"$543,471",2017
Jalen Jones,"$543,471",2017
Kyle Collinsworth,"$543,471",2017
Semaj Christon,"$543,471",2017
Matt Costello,"$543,471",2017
Brandon Paul,"$543,471",2017
Chinanu Onuaku,"$543,471",2017
Derek Cooke Jr.,"$543,471",2017
Maurice Ndour,"$543,471",2017
J.P. Tokoto,"$543,471",2017
Egidijus Mockevicius,"$543,471",2017
C.J. Williams,"$543,471",2017
Treveon Graham,"$543,471",2017
Stefan Jankovic,"$543,471",2017
Shaquille Harrison,"$543,471",2017
Nick Zeisloft,"$543,471",2017
Kay Felder,"$543,471",2017
Fred VanVleet,"$543,471",2017
Brady Heslip,"$543,471",2017
Drew Crawford,"$543,471",2017
Ron Baker,"$543,471",2017
Isaiah Cousins,"$543,471",2017
Kaleb Tarczewski,"$543,471",2017
Richard Solomon,"$543,471",2017
Nicolas Laprovittola,"$543,471",2017
Ryan Richards,"$543,471",2017
Gracin Bakumanya,"$543,471",2017
Danuel House Jr.,"$543,471",2017
Ryan Arcidiacono,"$543,471",2017
James Webb III,"$543,471",2017
Beau Beech,"$543,471",2017
Bryn Forbes,"$543,471",2017
Marshall Plumlee,"$543,471",2017
Julian Jacobs,"$543,471",2017
Zach Auguste,"$543,471",2017
Tim Quarterman,"$543,471",2017
Cat Barber,"$543,471",2018
Joe Johnson,"$473,835",2018
C.J. Williams,"$375,000",2018
Lamar Patterson,"$246,956",2018
Larry Sanders,"$207,722",2018
Shaquille Harrison,"$175,000",2018
Ray McCallum,"$121,112",2018
Tim Quarterman,"$96,406",2018
Marquis Teague,"$74,186",2018
MarShon Brooks,"$60,283",2018
Justin Harper,"$57,672",2018
Nigel Hayes,"$55,296",2018
Jonathan Gibson,"$44,495",2018
Andre Ingram,"$13,824",2018
Amile Jefferson,"$4,608",2018
Brandan Wright,"$490,461",2018
Toney Douglas,"$379,159",2018
Derrick Rose,"$290,951",2018
Wade Baldwin IV,"$229,892",2018
Georgios Papagiannis,"$185,397",2018
Travis Wear,"$148,318",2018
Manny Harris,"$115,344",2018
Aaron Harrison,"$91,442",2018
Mike Tobey,"$67,135",2018
Jordan Crawford,"$58,190",2018
Alonzo Gee,"$57,672",2018
David Stockton,"$44,495",2018
Pierre Jackson,"$31,969",2018
Aaron Jackson,"$4,608",2018
Elgin Cook,"$543,471",2017
Cameron Jones,"$543,471",2017
Nikola Jovanovic,"$543,471",2017
Rodney McGruder,"$543,471",2017
Jameel Warney,"$543,471",2017
Dorian Finney-Smith,"$543,471",2017
Sheldon Mac,"$543,471",2017
Diamond Stone,"$543,471",2017
Alex Caruso,"$543,471",2017
J.J. Avila,"$543,471",2017
Quincy Ford,"$543,471",2017
Nicolas Brussino,"$543,471",2017
Jonathan Gibson,"$469,943",2017
Ryan Kelly,"$286,785",2017
Deron Williams,"$259,526",2017
Jose Calderon,"$247,991",2017
Andrew Bogut,"$242,224",2017
Yogi Ferrell,"$207,798",2017
Jordan Crawford,"$173,099",2017
Chasson Randle,"$143,860",2017
Scott Wood,"$543,471",2017
Cheick Diallo,"$543,471",2017
Trey Freeman,"$543,471",2017
Ben Bentil,"$543,471",2017
Keith Hornsby,"$543,471",2017
Davis Bertans,"$543,471",2017
Derrick Jones Jr.,"$543,471",2017
D'Vauntes Smith-Rivera,"$543,471",2017
Thomas Walkup,"$543,471",2017
Julyan Stone,"$543,471",2017
Jonathan Holmes,"$543,471",2017
Cat Barber,"$543,471",2017
Toney Douglas,"$379,159",2017
Ronnie Price,"$276,828",2017
Isaiah Taylor,"$255,000",2017
Lamar Patterson,"$246,956",2017
Matt Barnes,"$242,224",2017
Larry Sanders,"$207,722",2017
Johnny O'Bryant III,"$161,483",2017
Omri Casspi,"$138,414",2017
Ray McCallum,"$121,112",2017
Derrick Williams,"$115,344",2017
Wayne Selden,"$83,119",2017
Archie Goodwin,"$75,000",2017
Mike Tobey,"$67,135",2017
Alonzo Gee,"$57,672",2017
Jarrett Jack,"$57,672",2017
Alex Poythress,"$35,166",2017
Patricio Garino,"$31,969",2017
Elijah Millsap,"$23,069",2017
Axel Toupane,"$15,435",2017
Hollis Thompson,"$115,344",2017
Manny Harris,"$115,344",2017
Troy Williams,"$76,725",2017
David Nwaba,"$73,528",2017
Justin Harper,"$57,672",2017
Jarell Eddie,"$57,672",2017
Jarrod Uthoff,"$47,953",2017
Gary Payton II,"$35,116",2017
Pierre Jackson,"$31,969",2017
Quinn Cook,"$15,984",2017
Dahntay Jones,"$5,767",2017
